#CODE;RUSSIAN;x
EVTDESC86020;Во время подготовки к паломничеству мо[From.GetAyaOy] [From.GetSonDaughter] подош[From.GetLaYol] ко мне и попросил[From.GetEndA] взять [From.GetHersHis] с собой.;x
EVTOPTA86020;Согласиться;x
EVTOPTB86020;Это было бы слишком дорого;x
EVTDESC86100;Все приготовления к путешествию в Мекку завершены! Во время моего отсутствия [Root.PrimaryTitle.GetName] останется на попечении регента.;x
EVTOPTA86100;Выступаем в Мекку!;x
EVTDESC86101;Нас преследует банда разбойников, и похоже, что они нас настигают.;x
EVTOPTA86101;Постараемся оторваться!;x
EVTOPTB86101;Наш долг остановить их...;x
EVTTOOLTIP86102;Мы с группой паломников вступим в бой с бандитами.;x
EVTDESC86102;От этих бандитов не сбежать, И нам пришлось дать им отпор. Всегда есть вероятность уцелеть.;x
EVTOPTA86102;Их как раз хватит, чтобы справиться в одиночку...;x
EVTOPTB86102;Поднажмём! ;x
EVTOPTC86102;Отдать им оставшееся золото.;x
EVTDESC86105;Путешествие по морю вызвало у Вас морскую болезнь. К счастью на корабле был хафиз, который процитировал Коран. "Поить их там будут из чаш вином, смешанным с имбирем, из источника, названного Сальсабилем".;x
EVTOPTA86105;Я чувствую себя лучше!;x
EVTDESC86110;Во время путешествия по морю экипаж корабля заметил паруса знаменитого [This.GetChristianGroupAdj]ского пирата. Наш корабль быстрее, но это такой шанс навсегда устранить угрозу для паломников!;x
EVTOPTA86110;Риск слишком велик...;x
EVTOPTB86110;Мы должны остановить неверных!;x
EVTDESC86150;Вы видите, как неподалеку разбойники окружили группу паломников. Скорее всего, они ограбят и убьют их.;x
EVTOPTA86150;Мы ничего не можем поделать...;x
EVTOPTB86150;Постараемся спасти их!;x
EVTDESC86151;Мы попали в окружение разбойников, они собрались ограбить и убить нас. Но вдруг нам на помощь пришли паломники.;x
EVTOPTA86151;Братья мои!;x
EVTDESC86160;Один из моих подданных заметил нашего противника, разбившего лагерь недалеко от нас. Я знаю, что это противоречит учению пророка - нападать во время хаджа, но такая блестящая возможность...;x
EVTOPTA86160;Неожиданно напасть ночью.;x
EVTTOOLTIP86161;Скрестим же наши клинки!;x
EVTOPTB86160;Подружиться с ним...;x
EVTTOOLTIP86165;получит наше приглашение.;x
EVTOPTC86160;Я просто проигнорирую его.;x
EVTDESC86161;На нас неожиданно напали, и похоже, что это [From.GetTitledName], который пытается убить Вас. Это вероломный поступок, и ясно, что он не является истинным мусульманином, решившись на гнусное нападение в темноте!;x
EVTOPTA86161;Бороться до конца!;x
EVTTOOLTIP86162;оставлен при смерти в ночи...;x
EVTOPTB86161;Бороться до конца!;x
EVTOPTC86161;У нас есть достаточно времени, чтобы убежать ...;x
EVTDESC86162;Наш план с засадой провалился... Мало того, что [From.GetTitledName] сбежал, так он ещё и тяжело ранил меня!;x
EVTOPTA86162;[From.GetTitledName] взял верх...;x
EVTDESC86163;Получилось!\nМне удалось нанести рану и [From.GetTitledName] умрёт в пустыне от кровотечения...;x
EVTOPTA86163;Он несомненно скоро умрёт...;x
EVTDESC86164;Похоже, что [From.GetTitledName] скрылся в тишине ночи ...;x
EVTOPTA86164;Уже ничем не помочь...;x
EVTDESC86165;В наш лагерь пришёл посланник с приглашением, которого отправил [From.GetTitledName], чья группа остановилась недалеко от нас. В послании предложение разделить трапезу и устранить меж нами разногласия.;x
EVTOPTA86165;Мы братья по вере, в конце концов...;x
EVTOPTB86165;Вежливо отказаться...;x
EVTDESC86166;[From.GetTitledName] присоединился к нашему лагерю и мы разделили трапезу, устранив между собой разногласия.;x
EVTOPTA86166;Слава Аллаху.;x
EVTDESC86167;Почтенный [Root.GetTitledName]!\nМы с прискорбием сообщаем, что не сможем разделить с Вами трапезу сегодня. Нам нужно срочно сворачивать лагерь.\n\n[From.GetTitledName] ;x
EVTOPTA86167;Мы потеряли лицо!;x
EVTDESC86170;Путешествие в Мекку дает время на размышление. Человек должен быть скромным в еде и всегда воздерживаться от вина!;x
EVTOPTA86170;Я буду более умеренн[Root.GetOyYm]...;x
EVTOPTB86170;Хвала Аллаху!;x
EVTDESC86180;Кажется, мы заблудились в пустыне. Один из покорных слуг, возможно, сможет вывести нас.;x
EVTOPTA86180;Я [Root.GetTitle]! Я знаю лучшую дорогу!;x
EVTOPTB86180;Выслушать слугу...;x
EVTDESC86300;Разбив лагерь на ночь Вы увидели старика в бедных одеждах. Он предлагает рассказать хадис, если Вы дадите ему немного хлеба.;x
EVTOPTA86300;Выслушать старца;x
EVTOPTB86300;Это просто старик...;x
TOOLTIP_LISTEN_TO_HADITH;Вы внимательно слушаете хадис старика.\n;x
EVTOPTA86320;Жадность противоречит исламу!;x
EVTOPTB86320;Хвала Аллаху!;x
EVTDESC86330;Старик сказал, что Посланник Аллаха (да благословит его Аллах и приветствует!) обычно взывал к Богу с молитвой: "О, Аллах! Я ищу Твоей защиты от чувства тревоги и печали, от проявлений слабости и лени, от трусости и малодушия, от скупости и бремени долгов, а также от притеснения со стороны окружающих";x
EVTOPTA86330;Склонить голову и повторить ту же молитву.;x
EVTOPTB86330;Хвала Аллаху!;x
EVTDESC86340;Старик сказал, что Абу Хурайра говорил, что Посланник Аллаха (да благословит его Аллах и приветствует!) обычно взывал к Богу с молитвой: "Старайтесь преодолеть чувство зависти, ибо зависть пожирает добрые дела столь же быстро, как огонь пожирает древесину.";x
EVTOPTA86340;Зависть только навредит мне!;x
EVTOPTB86340;Хвала Аллаху!;x
EVTDESC86350;Старик сказал, что Ибн Масуд говорил , что Посланник Аллаха (да благословит его Аллах и приветствует!) обычно взывал к Богу с молитвой: "Держитесь правдивости. Поистине, правдивость приводит к благочестию, и, поистине, благочестие приводит к Раю, и будет человек говорить правду, пока не станет правдивейшим. Что же касается лживости, то, поистине, она приводит к греховности, а греховность приводит к огню, и станет человек лгать, пока не будет записан перед Аллахом как отъявленный лжец".;x
EVTOPTA86350;Мне следует быть с правдив[Root.GetOyYm]!;x
EVTOPTB86350;Хвала Аллаху!;x
EVTDESC86360;Старик сказал, что Абу Дауд говорил, что Посланник Аллаха (да благословит его Аллах и приветствует!) обычно взывал к Богу с молитвой: "Самое плохое, что может быть в человеке, – это чрезмерная скупость и трусость";x
EVTOPTA86360;Я не плохой человек...;x
EVTOPTB86360;Хвала Аллаху!;x
EVTDESC86380;Старик начал говорить Вам, что Абу Бакр ас-Сиддик говорил: "Я слышал как Посланник Аллаха (да благословит его Аллах и приветствует!) обычно взывал к Богу с молитвой: "Поистине, если люди увидят притеснителя и не схватят его за руки, то будут они близки к тому, что Аллах подвергнет Своему наказанию их всех";x
EVTOPTA86380;Аллах благоволит справедливости и добрым делам!;x
EVTOPTB86380;Хвала Аллаху!;x
EVTDESC86390;Старик сказал: "Священный Коран говорит: "Вы желаете мирских благ, Аллах же изготовил для вас будущий мир", и "Но нет же! Вы предпочитаете жизнь здешнюю, хотя будущая жизнь - лучше и вечна.";x
EVTOPTA86390;Какая мудрость!;x
EVTOPTB86390;Хвала Аллаху!;x
EVTDESC86400;Старик сказал, что Ат-Тирмизи говорил: "Я сказал: "О Посланник Аллаха, разве то, что мы говорим, будет обращено против нас?" Он сказал: "Пусть твоя мать лишится тебя! Что другое повергает людей лицом - или, как он выразился, носом - в геенну, как не плоды их языка?";x
EVTOPTA86400;Я буду больше думать о том, что говорю...;x
EVTOPTB86400;Хвала Аллаху!;x
EVTDESC86410;Старик сказал, что Абу Хурайра слышал, как пророк говорил: "Завершив творение, Аллах сделал запись в Своей Книге, которая находится при Нём, предписав Себе: "Поистине, милосердие Моё будет преобладать над гневом Моим";x
EVTOPTA86410;Эту мудрость я ещё не осознал.;x
EVTOPTB86410;Хвала Аллаху!;x
EVTDESC86510;По приезду в Мекку Вы начинаете готовиться к вечерней молитве, но обнаруживаете, что вода в колодце не совсем чиста. Эта вода не подходит для омовения.;x
EVTOPTA86510;Рассказать про это другим.;x
EVTTOOLTIP86511;буду благодар[Root.GetNaEn];x
EVTDESC86511;При подготовке омовения перед ночной молитвой один пилигрим указал мне на загрязнение воды!;x
EVTOPTA86511;Чистота - часть нашей веры!;x
EVTDESC86520;По прибытии в Мекку Вы меняете дорожную одежду на белый ихрам. Это одеяние предназначено, чтобы всё в нём выглядели одинаково, как и в глазах Аллаха, для которого [Root.GetTitle] и нищий равны!;x
EVTOPTA86520;Я смирен[Root.GetEndNa]...;x
EVTDESC86550;Вы находитесь возле самой Каабы и выполняете Таваф. Семь раз Вы будете ходить вокруг чёрного камня, и каждый раз по окончании круга Вы будете молиться на камень словами: "Во имя Аллаха, Аллах велик, Аллах велик, Аллах велик, хвала Аллаху.";x
EVTOPTA86550;Выкрикивать на каждом круге!;x
EVTOPTB86550;Кричать только первые три раза;x
EVTDESC86600;Обряд сай включает в себя бег между холмами Сафа и Марва семь раз. Так вспоминают поиски воды для Измаила его матерью...;x
EVTOPTA86600;Я чувствую себя так[Root.GetOyIm] бодр[Root.GetOyYm]!;x
EVTDESC86610;На девятый день в Мекке выполняется вукуф на горе Арафат. Этот обряд выполняется после полудня и посвящён созерцательному бдению, молитве и чтению Священного Корана.;x
EVTOPTA86610;Я чувствую, словно теперь стал[Root.GetEndA] больше понимать.;x
EVTDESC86620;Когда Ибрахим покинул долину Мина и спустился с аль-Акаба, ему явился дьявол. Джабраил сказал ему: "Забросай его!" и Ибрахим бросил семь камней в дьявола, и тот исчез.;x
EVTOPTA86620;Камень в джамарат!;x
EVTDESC86630;Для обозначения милосердия Бога к Ибрахиму, когда во время жертвоприношения Бог заменил его сына Измаила на барана, мы празднуем в этот день Курбан-байрам.;x
EVTOPTA86630;Заколоть барана.;x
EVTOPTB86630;Заколоть ягнёнка.;x
EVTDESC86700;Банда разбойников принуждает нашу группу занять позицию. Нас меньше, но радость от паломничества в наших сердцах поможет победить их.;x
EVTOPTA86700;Эти неверные будут уничтожены.;x
EVTOPTB86700;Бежим!;x
EVTDESC86701;Мы случайно наткнулись на группу бандитов с наступлением темноты. Охранники, нанятые для защиты группы, доказали свою полезность. Все бандиты были убиты.;x
EVTOPTA86701;Мы можем забрать их вещи.;x
EVTDESC86720;По возвращении домой из Мекки Вы натолкнулись на очень бедную деревню, где даже самые богатые, похоже, умирают с голоду.;x
EVTOPTA86720;Нужно помочь им!;x
EVTOPTB86720;Я не могу позволить себе всем помогать...;x
EVTDESC86800;По возвращении домой мой двор не узнал мой характер. Я ничтож[Root.GetNaEn] перед Аллахом, и я знаю, что все люди равны и могут жить в гармонии друг с другом.;x
EVTOPTA86800;Нет бога кроме Аллаха и Мухаммад его посланник.;x
EVTDESC86900;Местный имам ругает Вас за то, что Вы не совершали хадж, тогда как каждый мусульманин должен это сделать хотя бы раз в жизни. [Root.job_spiritual.GetTitledFirstName] говорит, что мне, как правителю, следует быть примером для подданных.;x
EVTOPTA86900;Я скоро отправлюсь в Мекку!;x
EVTOPTB86900;Я занят[Root.GetEndA] подготовкой к джихаду, чтобы освободить других мусульман!;x
EVTOPTC86900;Я очень занят[Root.GetAyaOy] [Root.County.Holder.PrimaryTitle.GetRulerTitle]!;x
EVTDESC86901;[Root.job_spiritual.GetTitledFirstName] напоминает о Вашем обещании посетить Мекку. Во имя Аллаха, милосердного в Своей мудрости, Вы обязаны совершить паломничество.;x
EVTOPTA86901;Я плохой мусульманин...;x
EVTOPTA86902;Я плохой мусульманин...;x
EVTDESC1986;Спать с мужчинами, в то время как должно спать только с женщинами, греховно и запретно. Если меня раскроют, наказанием мне будет смертная казнь.;x
EVTOPTA1986;Я буду осторож[Root.GetNaEn]...;x
EVTOPTB1986;Я... больше не могу так рисковать;x
EVTDESC3730;Неуклюжий слуга опять опрокинул на меня куриные кости, рис и масло. Выйдя из себя, я швырнул[Root.GetEndA] слугу на пол под грохот разбитой посуды. Гнев во мне опять оказался сильнее меня...;x
EVTOPTA3730;В следующий раз твоя голова будет висеть на крепостной стене!;x
EVTTOOLTIP3731;[wroth_onlooker.GetTitledFirstName] видит, как [Root.GetTitledFirstName] теряет самообладание;x
EVTDESC3731;Уже не единожды слуга опрокинул еду и грязную посуду на [From.GetTitledFirstName]. [From.GetManWoman]а в гневе швыряет слугу на пол, угрожая вывесить его голову на крепостной стене, если подобное повторится ещё раз...;x
EVTOPTA3731;Вы не должны обращаться со слугами подобным образом!;x
EVTTOOLTIP3732;ошеломлены, что [Root.GetTitledFirstName] смеет говорить [This.GetHerHim] такое;x
EVTOPTB3731;Отныне Ваш слуга будет осторожнее;x
EVTTOOLTIP3733;[Root.GetTitledFirstName] понимает, насколько важно поддерживать дисциплину среди нерадивых слуг;x
EVTDESC3732;Когда слуга, наконец, приходит в себя и начинает собирать битую посуду, [From.GetTitledFirstName] не может не прокомментировать случившееся. Очевидно, что я не могу наказать собственных слуг, даже когда они позорят меня перед всеми гостями!;x
EVTOPTA3732;Не Вам говорить, что я мог[Root.GetNoneE] бы, а что нет!;x
EVTDESC3733; "Вы правильно поступили, наказав неуклюжего слугу. С этого момента, он[From.GetEndA], безусловно, будет более осторожен, если, конечно, не хочет, чтобы голова висела на крепостной стене!"\n[From.GetTitledFirstName] одобрительно отозвался о моём наказании для слуги за пролитую пищу.;x
EVTOPTA3733;Хорошо получать одобрение...;x
EVTDESC3735;Все остальные бросились в погоню за предполагаемыми ворами, укравшими закят - деньги, собранные в нашей мечети в пользу нуждающихся. Вместо того, чтобы проследовать за ними, я обыскал[Root.GetEndA] мечеть и наш[Root.GetLaYol] закят, спрятанный в нише, в которую никто не догадался заглянуть.;x
EVTOPTA3735;Имам уже совсем состарился;x
EVTTOOLTIP3736;Трусливый [Root.GetTitledFirstName] вернул закят, [This.GetTitledFirstName] был безмерно благодарен за это;x
EVTDESC3736;Все, кроме [From.GetTitledFirstName], погнались за предполагаемыми похитителями, мне ещё подумалось, что он[From.GetEndA] должно быть жуткий трус. Когда мы, наконец, вернулись в мечеть, без закята, денег, собранных для нуждающихся, [From.GetTitledFirstName] торжествующе показал[From.GetEndA] нам золото, спрятанное в нише внутри мечети...;x
EVTOPTA3736;Мои мысли были постыдны, прости меня за них!;x
EVTTOOLTIP3737;получает похвалу за свою смышлёность;x
EVTDESC3737;Я и не рассчитывал[Root.GetEndA], что кто-нибудь по-настоящему будет беспокоиться о пропавшем закяте, потому как казалось, что всем только нужен предлог, чтобы навести побольше шума и смятения. Я оказа[Root.GetLasLsya] неправ[Root.GetEndA], когда [From.GetTitledFirstName] пожал мне руку и поблагодарил за найденные деньги.;x
EVTOPTA3737;Теперь деньги можно раздать бедным, вот и всё, чего я хотел;x
EVTDESC3740;Я был[Root.GetEndA] одн[Root.GetOyIm] из первым, кто оседлал коня и погнался за бандитами, укравшими закят из нашей мечети - деньги, собранные в пользу нуждающихся. Когда я верну[Root.GetLasLsya], устал[Root.GetAyaYy] и в грязной одежде, мне сказали, что старый имам просто забыл, где оставил закят.;x
EVTOPTA3740;По крайней мере, мои усилия были оценены по достоинству;x
EVTDESC3745;Я послушно молюсь пять раз в день у себя дома, но имам порицает меня, если я не показываюсь для молитвы в мечети хотя бы раз в день, он утверждает, что я долж[Root.GetNaEn] стать лучшим примером для своих подданных.;x
EVTOPTA3745;Я постараюсь, да будет Аллах мне свидетелем;x
EVTDESC3750;В мечети всегда найдётся, чем заняться. Чем больше времени я там провожу, тем больше ценю спокойствие и ощущаю свою близость к Аллаху.;x
EVTOPTA3750;Сообщите мне, если потребуется какая-нибудь помощь;x
EVTTOOLTIP3751;чувствует пренебрежение со стороны [Root.GetTitledFirstName];x
EVTOPTB3750;Позвольте мне остаться здесь - навсегда;x
EVTDESC3751;С тех пор как [From.GetTitledFirstName] взваливает на себя все связанные с мечетью заботы или, вернее, исполняет любое распоряжение имама и понапрасну теряет время, [From.GetSheHe] прекращает проводить время со мной.;x
EVTOPTA3751;Жена, почему ты мной пренебрегаешь?;x
EVTOPTB3751;Муж, почему ты мной пренебрегаешь?;x
EVTOPTC3751;Отец, почему ты мной пренебрегаешь?;x
EVTOPTD3751;Мать, почему ты мной пренебрегаешь?;x
EVTTOOLTIP3752;[Root.GetTitledFirstName] не устраивает одержимость [This.GetTitledFirstName] мечетью;x
EVTDESC3752;[From.GetTitledFirstName]... У меня не хватает времени для н[From.GetHersHis], с тех пор как занимаюсь всем, что связано с нашей мечетью. [From.GetTitledFirstName] в разочаровании из-за пренебрежения с моей стороны.;x
EVTOPTA3752;Мне очень жаль, но в этом я нахожу истинное счастье!;x
EVTDESC3755;Я стараюсь следовать пяти столпам ислама, и закят - один из самых важных и лучших способов показать свою приверженность вере. От меня требуется всего нескольких золотых монет, чтобы помочь бедным. Закят очень важен, он устраняет неравенство и делает мир лучше для всех.;x
EVTOPTA3755;Я с радостью отдам это;x
EVTDESC30110;С имамами не всегда легко иметь дело. Мне нужно убедиться, что я смог[Root.GetNoneE] заручиться их одобрением. М[Root.Spouse.GetOyaOy] [Root.Spouse.GetHusbandWife] [Root.Spouse.GetFirstName] и [Root.GetMyLordSpiritualName] [Root.job_spiritual.GetFullName] дают мне советы, как заручиться поддержкой имамов.;x
EVTOPTA30110;[Root.Spouse.GetFirstName] считает, что я долж[Root.GetNaEn] предложить восстановить мечеть;x
EVTOPTB30110;[Root.job_spiritual.GetFullName] предлагает мне попытаться привести имамов в повиновение;x
EVTOPTC65036;Поблагодарить Аллаха без свидетелей;x
EVTDESC65046;Любовь всей моей жизни спасает меня от участи пьяницы. Благослови [Root.Spouse.GetHersHis], [Root.Religion.GetRandomGodNameCap]!;x
EVTOPTC65050;Я спрошу совета у имама;x
EVTDESC65055;Почему мне так нездоровится, [From.GetRootRelation], это [Root.Religion.GetRandomGodName] наказывает меня? Мной не сделалано ничего плохого, не так ли?;x
EVTDESC65056;М[From.GetOyaOy] [From.GetRootRelation] [From.GetFirstName] сильно болеет. [From.GetSheHe] бредит и спрашивает, не наказывает ли [From.GetHersHis] [Root.Religion.GetRandomGodName].;x
EVTOPTD65056;[Root.Religion.GetRandomGodNameCap] исцелит тебя!;x
EVTOPTA65057;Если мне понадобится лечение, то [Root.Religion.GetRandomGodName] исцелит меня;x
EVTDESC65165;Этой ночью мне не стоило пить столько вина. Я просну[Root.GetLasLsya] утром с ужасным похмельем. Сейчас имам возобновил песнопение, а я вот-вот упаду и усну прямо во время суджуда посреди мечети.;x
EVTOPTA65165;Не могу... держать... глаза... открытыми...;x
EVTOPTB65165;Извиниться и продолжить молиться;x
EVTDESC65166;Имамы несколько раздражены, а после моей последней ошибки я чувствую, что долж[Root.GetNaEn] быть очень осторож[Root.GetNaEn] в их присутствии. Досадно, что я не могу полагаться на себя, если я в состоянии стресса, то могу только демонстрировать свою глупость.;x
EVTTOOLTIP65010;ценит Ваше доверие к н[This.GetHerHim];x
EVTDESC65167;Чем дольше [From.GetTitledFirstName] находится в состоянии стресса, тем чаще [From.GetSheHe] тупит и откровенничает. Ходят слухи о том, что случилось во время последнего посещения имамов, и никто из нас, испытавших неловкость и гнев из-за н[From.GetHersHis], не горит желанием увидеть, что случится в этот раз.;x
EVTDESC69066;Теперь даже халиф прослышал о моём бесчестии! Прибыл посланник халифа и сделал мне строгий выговор по поводу моего неверия. Он также убедился, что связь между халифом и имамами, исповедующими [Root.GetReligionFullName], округа [Root.Location.GetName] всё ещё сильна, несмотря на отсутствие у меня благочестия.;x
EVTOPTA69066;Я докажу своё благочестие! Я удваиваю, нет, утраиваю закят!;x
EVTDESC69095;Мне кажется, что [Root.job_spiritual.GetTitledFirstName] не так благочестив, как [Root.job_spiritual.GetSheHe] утверждает. Вместо улучшения взаимоотношений с имамами, [Root.job_spiritual.GetTitledFirstName] лишь выставил себя дураком, а также, косвенно, и меня!;x
EVTDESC69096;[Root.GetTitledFirstName] был излишне резок, распекая меня за испорченные отношения с имамами! Хотя, надо признать, вероятно, мне следовало бы выбрать не такие сомнительные способы добиться их поддержки...;x
EVTDESC69100;Меня беспокоит недостаточная набожность у одного из моих придворных. Не хотелось бы никого обвинять, что не является праведным мусульманином, но если мои подозрения верны, нужно что-то делать!;x
EVTOPTB69100;Разоблачить придворного как плохого мусульманина;x
EVTDESC69101;Религия никогда не была моей сильной стороной. Я верю в Аллаха, но у меня есть проблемы с исполнением всех тех ритуалов и требований, которые имамы считают необходимыми. Я даже не понимал[Root.GetEndA], что моя недостаточная набожность столь заметна, пока [From.GetTitledFirstName] не поставил[From.GetEndA] меня перед фактом.;x
EVTDESC69102;Все эти ритуалы, требования имамов, необходимость показывать своё благочестие - чистая бессмыслица. Несмотря на свои чувства по поводу всех ненужных, пустых жестов, я всегда был осторожен, и не показывал своё отсутствие благочестия, но, по-видимому, всё же был недостаточно внимателен. Если [From.GetTitledFirstName] не получит от меня 50 золотых, [From.GetSheHe] выставит моё неверие напоказ!;x
EVTDESC75005;Никто не сможет лучше справиться с тем, чтобы повысить мнение [Root.GetRelAdj]ских лидеров обо мне или учить меня тонкостям мусульманского благочестия, чем [Root.GetMyLordSpiritualName] [Root.job_spiritual.GetFirstName]!;x
EVTOPTA75005;Поговори с ними, [Root.job_spiritual.GetTitledFirstName];x
EVTOPTB75005;Научи меня, [Root.job_spiritual.GetTitledFirstName], как стать благочестив[Root.GetOyYm] [Root.GetReligionAdherentINS].;x
EVTDESC3411;Двое мужчин взывали к моей милости на моём суде. Они оба совершили одинаковые преступления, каждый украл сущую мелочь: один хлеб, а другой немного риса. Похититель хлеба был обезглавлен, а вор риса освобождён.;x
EVTOPTA3411;Это мой суд, как хочу, так и сужу;x
EVTTOOLTIP3412;[tooltip_text_target.GetFirstName] обдумывает Ваше решение: хорошее или плохое?;x
EVTDESC3412;Я был[Root.GetEndA] свидетелем того, как [From.GetTitledFirstName] судил[From.GetEndA] двух людей и [From.GetHersHis] вердикт заставил меня задуматься на несколько дней. Почему [From.GetTitledFirstName] приговорил[From.GetEndA] одного мужчину к обезглавливанию, а другого оправдал[From.GetEndA], если они совершили одно и то же преступление?;x
EVTOPTA3412;[From.GetSheHeCap] слишком самодурствует;x
EVTTOOLTIPA3413;[Root.GetTitledFirstName] недоволен, потому как не согласен с [This.GetHersHis] решением;x
EVTOPTB3412;[From.GetTitledFirstName] должен быть мудрее меня;x
EVTTOOLTIPB3413;[Root.GetTitledFirstName] доволен[Root.GetEndA] [This.GetHersHis] решением;x
EVTDESC3413;[From.GetTitledFirstName] задумался о людях, чьи одинаковые преступления я судил[Root.GetEndA] по-разному. Я уже почти забыл[Root.GetEndA] о том случае, когда [From.GetTitledFirstName], наконец, набра[From.GetLasLsya] смелости, поговорить со мной о нём.;x
EVTOPTA3413;[From.GetTitledFirstName] думает, что я негодн[Root.GetAyaYy] правитель[Root.GetEndNitsa], поскольку пристрастен[Root.GetEndA] в суждениях!;x
EVTOPTB3413;[From.GetTitledFirstName] думает, что мудрость моего решения лежит выше [This.GetHersHis] понимания;x
EVTOPTA3476;Подходящее наказание для неверного...;x
EVTDESC3477;Я наблюдал[Root.GetEndA], отчасти со страхом, отчасти с восхищением, как неверного выволокли из обеденного зала прямиком в темницу. Говорят, [From.GetTitledFirstName] лично отдал[From.GetEndA] приказ.;x
EVTTOOLTIP3478;Неверному там самое место!;x
EVTDESC3478;Меня всё ещё трясло от ярости после дерзких слов неверного, а [From.GetTitledFirstName], улучив момент, уже шепчет мне на ухо: "Хорошая работа!";x
EVTDESC100550_A;[Root.GetRelAdj]ские имамы постоянно изводят меня вопросами: что я думаю о религии, насколько всемогущ [Root.Religion.GetHighGodName] и просят денег на закят. Независимо от того, обещаю ли я больше молиться или тщательнее читать Коран, они не оставляют меня в покое!;x
EVTOPTB100550;Аллах, помоги мне стать самым лучш[Root.GetEyIm] мусульман[Root.GetKoyInom]!;x
EVTDESC100551;Странно, но [From.GetTitledFirstName] говорит, что что [This.GetRelAdj]ские имамы постоянно докучают [From.GetHerHim], независимо от того, что [From.GetSheHe] обещает сделать и сколько денег [From.GetSheHe] жертвует на закят.;x
EVTOPTB100551;Я не хочу делать то, что огорчит имамов.;x
EVTTOOLTIP100553;обескуражен[From.GetEndA] тем, что [This.GetRelAdj]ские имамы так запугивают человека, известного как [Root.GetTitledFirstName].;x
EVTDESC100552; "Все [Root.GetRelAdj]ские имамы хотят денег. Дайте им золото, когда они придут в следующий раз, и они оставят Вас в покое на несколько недель, если не месяцев. Они опасаются прослыть грешниками: ни один имам не хочет быть обвинен в жадности"\n[From.GetTitledFirstName] даёт мне хороший совет. Что ж, попробуем.;x
EVTOPTB100552;Не только имамы бывают жадными...;x
EVTDESC100553;Похоже, что никто не хочет мне помочь, боясь огорчить [Root.GetRelAdj]ских имамов, даже м[From.GetAyaOy] [From.GetFriendMF] [From.GetTitledFirstName]!;x
EVTOPTA100553;Надоедливые имамы становятся всё назойливее!;x
