#CODE;RUSSIAN;x
String_illustrious;прославленн;x
String_honorable;почтенн;x
String_honored;уважаем;x
String_wise;мудр;x
String_sage;просвящённ;x
String_pious;благочестив;x
String_righteous;праведн;x
String_benevolent;великодушн;x
String_sincere;честн;x
String_brave;храбр;x
String_lovely;прелестн;x
String_graceful;прекрасн;x
String_eminent;знатн;x
String_great;легендарн;x
String_exalted;величественн;x
String_magnificent;блистательн;x
EVTOPTA_JD_20002;Мы всегда рады столь высоким гостям.;x
EVTOPTB_JD_20002;Мне сейчас не до того.;x
EVTOPTA_JD_20002_TT;§Y[chinese_guest.GetTitle]§!, [chinese_guest.GetJobTitle] правителя, известного как §Y[chinese_guest.Liege.GetTitledFirstName]§!, нанесёт визит в Ваши земли.\n;x
EVTOPTB_JD_20002_TT;Ваш отказ будет воспринят как оскорбление, §Y[chinese_guest.Liege.GetTitledFirstName]§! и [chinese_guest.Liege.GetHersHis] [chinese_guest.GetJobTitle] §Y[chinese_guest.GetTitledFirstName]§! будут возмущены.\n;x
EVTDESC_JD_20004;После поездки по [Root.Capital.County.GetAdjective]ским землям и посещения Вашего двора, [chinese_guest.GetJobTitle] [chinese_guest.GetDynName] завершил[chinese_guest.GetEndA] свой визит. Благодаря тщательной подготовке, которую организовал[corresponding_councilor.GetEndA] [corresponding_councilor.GetJobTitle] [corresponding_councilor.GetFirstName], всё прошло гладко. Теперь [chinese_guest.GetJobTitle] возвращается домой с [chinese_guest.GetCGMissionOutcome] для свое[chinese_guest.GetYGo] [chinese_guest.Liege.GetLordLadyGEN].;x
GetCGMissionOutcome_diplomatic_visit;дипломатическими документами;x
GetCGMissionOutcome_oversee_troops;обнадёживающим отчётом;x
GetCGMissionOutcome_study_military;военными знаниями;x
GetCGMissionOutcome_oversee_tax_collection;полными сундуками;x
GetCGMissionOutcome_trade;торговыми контрактами;x
GetCGMissionOutcome_preaching;рассказами о благочестивых подданных;x
GetCGMissionOutcome_study_theology;работами по философии;x
EVTDESC_JD_20005;По окончании приветственного пира [chinese_guest.GetJobTitle] [chinese_guest.GetDynName] и я удалились для приватной беседы на свежем воздухе. Внезапно, яркий свет озарил ночное небо, и лицо [chinese_guest.GetHersHis] побледнело от страха. "Дурное знамение", — прошептал переводчик, и они оба спешно покинули мероприятие.;x
EVTOPTA_JD_20005;Вернитесь! К чему эти суеверия? Так хорошо общались!;x
EVTOPTA_JD_20005_tt;§Y[chinese_guest.GetJobTitle] [chinese_guest.GetDynName]§! уехал[chinese_guest.GetEndA], посчитав, что [chinese_guest.GetHersHis] визит был проклят Небесами.;x
EVTDESC_JD_20006;[chinese_guest.GetJobTitle] [chinese_guest.GetDynName] долж[chinese_guest.GetNaEn] прибыть завтра, все приготовления завершены, но я до сих пор думаю, как бы сделать [chinese_guest.GetHersHis] визит более приятным. Переводчик уже здесь, но не будет ли лучше, если я лично поприветствую гост[chinese_guest.GetSoftYuYa] на [chinese_guest.GetHersHis] на родном языке?;x
EVTOPTC_JD_20006;Тем более, я уже знаю основы!;x
EVTOPTD_JD_20006;Всё должно пройти гладко, не время импровизировать.;x
EVTOPTA_JD_20006_SUCCESS_TT;Ночные тренировки увенчаются успехом. Ваша приветственная речь завтра будет безупречной.;x
student_of_language_tt;§Y[Root.GetTitledFirstName]§! получит модификатор §YИзучает язык§!, который даёт §G+1§! к образовванности.;x
multilingual_tt;§Y[Root.GetTitledFirstName]§! получит модификатор §YПолиглот§!, который даёт §G+1§! к образованности и §G+1§! к дипломатии.;x
EVTOPTA_JD_20006_FAILURE_TT;Большую часть ночи Вы не будете спать, а потом заснёте и проспите встречу.;x
EVTOPTB_JD_20006_SUCCESS_TT;Вы добьётесь некоторого успеха в своём приветствии.;x
EVTOPTB_JD_20006_FAILURE_TT;У Вас не получится.;x
EVTOPTC_JD_20006_TT;Будучи знатоком языков, Вы без труда осуществите задуманное.\n;x
EVTDESC_JD_20007;Я попросил[Root.GetEndA] переводчика объяснить мне основы грамматики и значения слов, несмотря на то, что он рекомендовал ограничиться лишь произношением. Это заняло многие часы, но, когда [chinese_guest.GetJobTitle] [chinese_guest.GetDynName] услышал[chinese_guest.GetEndA] мою приветственную речь, улыбну[chinese_guest.GetLasLsya] и отметил[chinese_guest.GetEndA], что мой китайский весьма хорош, я понял[Root.GetEndA]: эти усилия стоили того.;x
EVTOPTA_JD_20007;Иногда язык значит куда больше, чем может показаться.;x
EVTDESC_JD_20008;— [Root.PrimaryTitle.GetFOA], проснитесь! — встревоженным голосом воскликнул слуга. Я открыл[Root.GetEndA] глаза и не сразу понял[Root.GetEndA], где нахожусь.\n— М[Root.GetOyaOy] [Root.GetLordLady], гости давно ждут. Мы искали Вас несколько часов и если бы переводчик не подсказал, что Вы здесь...;x
EVTOPTA_JD_20008;Проклятье! Я проспал[Root.GetEndA]!;x
EVTDESC_JD_20009;Около часа я заучивал[Root.GetEndA] фразу с переводчиком, а утром он ещё раз проверил моё произношение. Понятия не имею, что означают все эти звуки, но похоже, всё прошло хорошо, [chinese_guest.GetJobTitle] [chinese_guest.GetDynName] оста[chinese_guest.GetLasLsya] довол[chinese_guest.GetSoftNaEn].;x
EVTOPTA_JD_20009;Вот и славно!;x
EVTDESC_JD_20010;Около часа я заучивал[Root.GetEndA] фразу с переводчиком, а утром он ещё раз проверил моё произношение. Но буквально через пару часов, когда [chinese_guest.GetJobTitle] [chinese_guest.GetDynName] предстал[chinese_guest.GetEndA] передо мной, я ляпнул[Root.GetEndA] что-то не то и оскорбил[chinese_guest.GetEndA] [chinese_guest.GetHersHis].;x
EVTOPTA_JD_20010;Какой позор...;x
multilingual_option_available_tt;Этот вариант ответа доступен из-за модификатора §YПолиглот§!.\n\n;x
EVTDESC_JD_20011;Мне сообщили, что [chinese_guest.GetJobTitle] [chinese_guest.GetDynName] скоро прибудет, и я поручил[Root.GetEndA] своему слуге купить под этот случай изысканный наряд из китайского шёлка. Однако, когда я поприветствовал[Root.GetEndA] сво[chinese_guest.GetYuEgo] дорог[chinese_guest.GetUyuOgo] гост[chinese_guest.GetSoftYuYa] в этом наряде, [chinese_guest.GetSheHe] вырязил[chinese_guest.GetEndA] крайнее недовольство. Позже переводчик объяснил мне, что такую одежды разрешено носить только членам императорской семьи.;x
EVTOPTA_JD_20011;Стража! Найдите того, кто это мне продал!;x
EVTDESC_JD_20012;Прогуливаясь по саду со сво[chinese_guest.GetEyIm] высокопоставленн[chinese_guest.GetOyYm] гост[chinese_guest.GetSoftEyEm], я посмотрел[Root.GetEndA] на ясное небо и выразил[Root.GetEndA] своё восхищение по поводу хорошей погоды. Переводчик передал мои слова и [chinese_guest.GetJobTitle] [chinese_guest.GetDynName] ответил[chinese_guest.GetEndA] весьма воодушевлённо. Оказалось, [chinese_guest.GetSheHe] воспринял[chinese_guest.GetEndA] мои слова как метафору для просветлённого правления Небесн[chinese_guest.Offmap.Ruler.GetOyOgo] [chinese_guest.Offmap.Ruler.GetEmpressEmperorCapGEN]!;x
EVTOPTA_JD_20012;Я и не знал[Root.GetEndA], что пустая болтовня может быть столь плодотворной!;x
EVTOPTE_WOL_351_FROMFROM;Вопрос о [FromFrom.GetHersHis] знаке зодиака;x
EVTOPTE_WOL_351_FROMFROMFROM;Вопрос о [FromFromFrom.GetHersHis] знаке зодиака;x
String_heavenly;небесн;x
GetGovernorLetterGreeting_string;От: [From.GetTitle] [From.Offmap.Ruler.GetChineseComplimentAdjective][From.Offmap.Ruler.GetOyOgo] [From.Offmap.Ruler.GetEmpressEmperorCapGEN]\nКому: [Root.GetChineseComplimentAdjectiveCap][Root.GetAyaYy] [Root.GetTitle] [Root.GetFirstName]\n;x
EVTDESC_JD_20022;[Root.GetGovernorLetterGreeting][Root.GetChineseLetterBlessing].\n[From.Offmap.Ruler.GetLongChineseEmperorName] в своей безграничной щедрости решил[From.Offmap.Ruler.GetEndA] отправить к Вам умелого лекаря из числа своих придворных, и надеется, что [chinese_doctor.GetDynName] хорошо послужит Вам.;x
EVTOPTA_JD_20022;Передайте [From.Offmap.Ruler.GetEmpressEmperorCapDAT] мою искреннюю благодарность.;x
EVTOPTA_JD_20022_TT;§Y[chinese_doctor.GetDynName]§! прибудет к Вашему двору.;x
chinese_grace_doctor;Пригласить китайского лекаря;x
chinese_grace_doctor_allow_tt;Убедитесь, что уже НЕ наняли придворного лекаря;x
GetLongChineseEmperorName_string;[This.GetOnlyDynastyName] [This.GetBirthName], [This.GetEmpressEmperorCap] [This.GetFirstName] империи [This.PrimaryTitle.GetShortBaseName];x
GetMediumChineseEmperorName_string;[This.GetEmpressEmperorCap] [This.GetFirstName] империи [This.PrimaryTitle.GetShortBaseName];x
GetShortChineseEmperorName_string;Китайск[This.GetAyaIy] [This.GetEmpressEmperor];x #[This.GetTitle] of the [This.PrimaryTitle.GetFullName];x
opinion_servant;Слуга;x
