EVTOPTBmore_bloodlines.6;Я не какая-то лесная ведьма или подзаборный волшебник!;x
EVTDESCmore_bloodlines.7;Некоторые люди говорят что в тебе черная кровь, и определенно многие твои предки замешаны в грязных и отвратительных делах. В последнее время тебе все больше и больше хочется последовать по их стопам.;x
EVTOPTAmore_bloodlines.7;Люди заслуживают познать боль!;x
EVTOPTBmore_bloodlines.7;Я лучше той грязи из которой выш[Root.GetLaYol]!;x
EVTDESCmore_bloodlines.8;"На гербе Фаулеров изображен ястреб, их девиз: ""Воспарим!"", и когда ты верхом на лошади, то часто думаешь об удовольствии, которое может принести соколиная охота. Возможно это кровь Фаулеров взывает к тебе?";x
EVTOPTAmore_bloodlines.8;Я долж[_ен] заполучить себе птицу;x
EVTOPTBmore_bloodlines.8;У меня есть другие дела;x
EVTDESCmore_bloodlines.9;На гербе Блэкмонтов изображен великий гриф, а твой легендарный предок король Бенедикт Блэкмонт, по рассказам, был способен превращаться в стервятника огромных размеров. Теперь гриф сидит перед тобой, кажется что его глаза проникают в самую душу, как будто он знает тебя. Истории говорят правду? Блэкмонты прошлого были оборотнями?;x
EVTOPTAmore_bloodlines.9;Кровь Блэкмонтов течет по моим жилам, я буду носить шкуру этого грифа!;x
EVTOPTBmore_bloodlines.9;У меня нет ничего общего с этим колдовством;x
EVTDESCmore_bloodlines.10;Роберт Баратеон был могучим мужчиной невероятных желаний, и похоть была главным из них. В последнее время ты задумываешься, похож[ROOT.GetEndA] ли ты на него?;x
EVTOPTAmore_bloodlines.10;Почему желание должно быть грехом??;x
EVTOPTBmore_bloodlines.10;Добродетель в водержании;x
EVTDESCmore_bloodlines.11;Королева Дейнерис Бурерожденная считала рабство жестокой несправедливостью, которую нужно уничтожать где только возможно. Ты носишь ее кровь, но последуешь ли ее примеру?;x
EVTOPTAmore_bloodlines.11;Я долж[_ен] разрушить цепи, где бы они не были!;x
EVTOPTBmore_bloodlines.11;Это не моя проблема;x
EVTDESCmore_bloodlines.12;Некоторые люди говорят что в тебе черная кровь, и многими твоими предками правил гнев. В последнее время ты все больше и больше подвержен[ROOT.GetEndA] вспышкам гнева.;x
EVTOPTAmore_bloodlines.12;Гнев в моей крови;x
EVTOPTBmore_bloodlines.12;Мне надо успокоиться;x
EVTDESCmore_bloodlines.13;Многие твои предки были известны своей большой красотой. Судя по всему, хоть это и не было заметно по рождению, ты стал[ROOT.GetEndA] походить на своих предков и вырос[__] весьма красивым человеком.;x
EVTOPTAmore_bloodlines.13;Я довольно хорош[ROOT.GetEndA] собой;x
EVTDESCmore_bloodlines.14;Не просто так на гербе Старков изображен лютоволк: меня уже долгое время посещают яркие сны, в которых я охочусь за добычей в теле великого зверя леса, во главе могучей стаи, а теперь, к моему изумлению, из-за деревьев вышел лютоволк, вид которого вымер к югу от Стены. Необычайно послушный, он, похоже искал меня и как будто узнал когда нашел…;x
EVTOPTAmore_bloodlines.14;Я варг, и признаю лютоволка своим зверем!;x
EVTOPTBmore_bloodlines.14;Я не зверь;x
EVTDESCmore_bloodlines.15;Не просто так на гербе Старков изображен лютоволк: меня уже долгое время посещают яркие сны, в которых я охочусь за добычей в теле великого зверя леса, во главе могучей стаи, а теперь, к моему изумлению, из-за деревьев вышел огромный волк. Необычайно послушный, он, похоже искал меня и как будто узнал когда нашел…;x
EVTOPTAmore_bloodlines.15;Я варг, и признаю волка своим зверем!;x
EVTOPTBmore_bloodlines.15;Я не зверь;x
EVTDESCmore_bloodlines.16;Мой предок Робб Старк был искусным полководцем, еще почти в детском возрасте он разбил армии Запада и Железного трона, сохранив независимость Севера и Трезубца. В последнее время я все больше и больше читаю о его достижениях и интересуюсь стратегией.;x
EVTOPTAmore_bloodlines.16;Стратегия - захватывающая наука, может стоит изучить ее побольше…;x
EVTOPTBmore_bloodlines.16;Занятно, но у меня есть другие важные дела;x
EVTDESCmore_bloodlines.17;Не просто так замок Болтонов зовется Дредфорт - многие мои предки были известны своей жестокостью и изощренными видами пыток: по рассказам, сдирание кожи было только началом для врагов короля Ройса Красная Рука. Последовать ли за своими предками? Или я долж[_ен] найти свой путь?;x
EVTOPTAmore_bloodlines.17;Люди заслуживают познать боль;x
EVTOPTBmore_bloodlines.17;Я - не мои предки;x
EVTDESCmore_bloodlines.18;Старки известны своим благородством и справедливостью - говорят, тот кто выносит приговор сам заносит меч. Как доказал Криган Старк, справедливость это трудный путь, и не всегда на нем есть место милосердию. Долж[_ен] ли я поддаться крови Старков, или их взгляды устарели и бессмысленны?;x
EVTOPTAmore_bloodlines.18;У справедливости есть свои преимущества;x
EVTOPTBmore_bloodlines.18;Потребность в гибкости перевешивает потребность в справедливости;x
EVTDESCmore_bloodlines.19;Древняя кровь Первых людей или даже самих великанов несомненно крепка в тебе. По всей видимости, хоть это и не было заметно по рождению, ты имеешь природную предрасположенность к высокому росту и внушительному телосложению, что теперь очевидно для всех.;x
EVTOPTAmore_bloodlines.19;Я довольно высок[ROOT.GetEndA];x
EVTDESCmore_bloodlines.20;Древняя кровь Первых людей несомненно крепка в тебе. Некоторые дома, идущие от Первых людей, известны своей склонностью к большой силе. По всей видимости, хоть это и не было заметно по рождению, ты имеешь природную предрасположенность к сильному и мускулистому телу, что теперь очевидно для всех.;x
EVTOPTAmore_bloodlines.20;Я довольно сил[__ен_];x
EVTDESCmore_bloodlines.21;Многие твои предки были легендарными воинами, знаменитыми своей храбростью и отвагой. Вдохновленн[_ый] их примером, ты все время стремишься проявить себя доблестными деяниями.;x
EVTOPTAmore_bloodlines.21;Я иду впереди!;x
EVTOPTBmore_bloodlines.21;Храбрость — это безрассудство, я - не мои предки!;x
EVTDESCmore_bloodlines.22;Семья, Долг, Честь - это девиз дома Талли. Многие ожидают, что ты, как носитель крови Талли, тоже будешь жить согласно этим ценностям.;x
EVTOPTAmore_bloodlines.22;Это слова по которым я буду жить;x
EVTOPTBmore_bloodlines.22;Что за чушь;x
EVTDESCmore_bloodlines.822;Ваши предки ценили узы, которые сплачивали семью, понимая, что сила исходит от родства. Будете ли вы вдохновлены их примером?;x
EVTOPTAmore_bloodlines.822;Семья на первом месте!;x
EVTOPTBmore_bloodlines.822;Я никогда особо не заботился о своих родственниках.;x
EVTDESCmore_bloodlines.23;Многие твои предки были известны своим благочестием, твердой верой, и религиозным рвением. Последуешь ли ты их примеру?;x
EVTOPTAmore_bloodlines.23;Я стану набожн[_ым];x
EVTOPTBmore_bloodlines.23;Слишком много благочестия может навредить;x
EVTDESCmore_bloodlines.24;Остальные железнорожденные называют членов дома Кодд подлыми трусами, позором настоящих железнорожденных. Я ношу кровь Коддов, что мне делать?;x
EVTOPTAmore_bloodlines.24;Я буду трусом, они будут мертвыми;x
EVTOPTBmore_bloodlines.24;Железнорожденные не бегут от битвы!;x
EVTDESCmore_bloodlines.25;Говорят, со времен самой Розы с Алого Озера женщины дома Крейн были способны превращаться в журавля по своей воле. Теперь великий журавль сидит перед тобой, кажется что его глаза проникают в самую душу, как будто он знает тебя. Истории говорят правду? Крейны прошлого были оборотнями?;x
EVTOPTAmore_bloodlines.25;Кровь Крейнов течет по моим жилам, я буду носить шкуру этого журавля!;x
EVTOPTBmore_bloodlines.25;Кыш, дурацкая птица!!;x
EVTDESCmore_bloodlines.26;Ты носишь кровь Эйриса II, Безумного Короля, в которой, похоже, сохранилась одержимость огнем и пламенем. Ты заворожен[ROOT.GetEndA] силой огня, его танцем, его мерцанием…;x
EVTOPTAmore_bloodlines.26;Пламя будет служить мне;x
EVTOPTBmore_bloodlines.26;Эйрис был безумцем;x
EVTDESCmore_bloodlines.27;Моргон Бейнфорт, последний король из Бейнфортов, проклял своих врагов Ланнистеров, перед тем как они предали его смерти. Вскоре после этого львы Утеса Кастерли вырвались на свободу и убили трех сыновей короля Ланнистера. Я долгое время думал[ROOT.GetEndA] что эта история легенда, но сегодня в поездке я столкну[_лся] с одним из великих львов Запада, чьи глаза проникали в самую душу. Необычайно послушный, он, похоже искал меня и как будто узнал когда нашел…;x
EVTOPTAmore_bloodlines.27;Я оборотень и буду носить шкуру этого льва как свою собственнную!;x
EVTOPTBmore_bloodlines.27;Я не зверь!;x
EVTDESCmore_bloodlines.28;Не просто так на гербе Ридов изображен львоящер: меня уже долгое время посещают яркие сны, в которых я охочусь за добычей в теле великого зверя болот, а теперь из воды вышел львоящер. Необычайно послушный, он, похоже искал меня, и как будто узнал когда нашел…;x
EVTOPTAmore_bloodlines.28;Кровь Болотных королей течет по моим жилам!;x
EVTOPTBmore_bloodlines.28;Я не зверь!;x
EVTDESCmore_bloodlines.29;Ты носишь кровь Карстарков, которые владели землями возле Стены с тех пор, как Карлон Старк подавил восстание мятежного Болтона. Постоянная угроза налетов одичалых и непостоянство жизни на дальнем севере сделали Карстарков суровыми и сильными людьми. Поэтому ты обладаешь сильным и крепким телом, что теперь очевидно для всех.;x
EVTOPTAmore_bloodlines.29;Я довольно сил[__ен_];x
EVTDESCmore_bloodlines.30;Ты носишь кровь легендарных поэтов и знаменитых бардов, а музыка и песни всегда привлекали тебя. Примешь ли ты зов своих предков и станешь совершенным поэтом?;x
EVTOPTAmore_bloodlines.30;Я долж[_ен] заполучить себе лютню;x
EVTOPTBmore_bloodlines.30;У меня есть другие дела;x
EVTDESCmore_bloodlines.31;"Есть в Дорне старая пословица: ""Половина Уллеров полоумны, а другая половина ещё хуже первой"", означающая, что Уллеров всегда считали кучкой вспыльчивых параноиков.";x
EVTOPTAmore_bloodlines.31;Ну, им и вправду не ПОНЯТЬ меня;x
EVTDESCmore_bloodlines.32;Верхние этажи Харренхолла заполнены гнездами черных летучих мышей, от которых Лотстоны взяли свой герб. Теперь одна из них сидит перед тобой, кажется что ее глаза проникают в самую душу. Необычайно послушная, она, похоже искала меня, и как будто узнала когда нашла…;x
EVTOPTAmore_bloodlines.32;Кровь Лотстонов течет по моим жилам, я буду носить шкуру этого нетопыря как свою собственную!;x
EVTOPTBmore_bloodlines.32;Прочь, паразит!;x
EVTDESCmore_bloodlines.33;Простой народ шепчет истории о том, как мой предок, Данелла Лотстон, безумная леди Харренхолла, обращалась к темным искусствам во времена правления короля Мейкара, купалась в крови и устраивала пиры с человеческой плотью. В последнее время у тебя возникают позывы... довольно необычной природы…;x
EVTOPTAmore_bloodlines.33;Всего лишь маленький кусочек.…;x
EVTOPTBmore_bloodlines.33;Нет, я не буду людоедом!;x
EVTDESCmore_bloodlines.34;Простой народ шепчет истории о том, как мой предок, Данелла Лотстон, безумная леди Харренхолла, обращалась к темным искусствам во времена правления короля Мейкара и отправляла огромных черных нетопырей красть для нее детей. Теперь самая большая летучая мышь, которую ты когда-либо видел[ROOT.GetEndA], сидит перед тобой, кажется что ее глаза проникают в самую душу. Необычайно послушная, она, похоже искала меня, и как будто узнала когда нашла.…;x
EVTOPTAmore_bloodlines.34;Кровь Лотстонов течет по моим жилам, я буду носить шкуру этого нетопыря как свою собственную!;x
EVTOPTBmore_bloodlines.34;Прочь, чудище!;x
EVTDESCmore_bloodlines.35;Верхние этажи Харренхолла заполнены гнездами черных летучих мышей, от которых Уэнты взяли свой герб. Теперь одна из них сидит перед тобой, кажется что ее глаза проникают в самую душу. Необычайно послушная, она, похоже искала меня, и как будто узнала когда нашла…;x
EVTOPTAmore_bloodlines.35;Кровь Уэнтов течет по моим жилам, я буду носить шкуру этого нетопыря как свою собственную!;x
EVTOPTBmore_bloodlines.35;Прочь, паразит!!;x
EVTDESCmore_bloodlines.36;Верхние этажи Харренхолла заполнены гнездами черных летучих мышей, которые тесно связаны с замком. Теперь одна из них сидит перед тобой, кажется что ее глаза проникают в самую душу. Необычайно послушная, она, похоже искала меня, и как будто узнала когда нашла…;x
EVTOPTAmore_bloodlines.36;Кровь Харренхолла течет по моим жилам, я буду носить шкуру этого нетопыря как свою собственную!!;x
EVTOPTBmore_bloodlines.36;Прочь, паразит!;x
EVTDESCmore_bloodlines.37;Верхние этажи Харренхолла заполнены гнездами черных летучих мышей, которые тесно связаны с замком и черными колдунами. Теперь самая большая летучая мышь, которую ты когда-либо видел[ROOT.GetEndA], сидит перед тобой, кажется что ее глаза проникают в самую душу. Необычайно послушная, она, похоже искала меня, и как будто узнала когда нашла.…;x
EVTOPTAmore_bloodlines.37;Кровь Харренхолла течет по моим жилам, я буду носить шкуру этого нетопыря как свою собственную!;x
EVTOPTBmore_bloodlines.37;Прочь, чудище!;x
EVTDESCmore_bloodlines.38;Многие твои предки были известны своим безумием. Похоже, что их недуг и в твоей крови, так как в последнее время ты все больше и больше чувствуешь тревогу, видишь и слышишь то, чего нет.…;x
EVTOPTAmore_bloodlines.38;Я безум[_ен_]? Чушь!;x
EVTDESCmore_bloodlines.39;В последнее время ты начал[ROOT.GetEndA] испытывать вспышки гнева, тебя посещают странные галлюцинации и всякого рода тревожные мысли. Возможно, темные силы, к которым обращались твои предки, наконец пришли за тобой?;x
EVTOPTAmore_bloodlines.39;Идите ко мне, темные духи!;x
EVTDESCmore_bloodlines.40;Я ношу кровь человека, который достиг того, на что способны лишь немногие оборотни и стал хозяином многих различных зверей. Похоже его магия сохранилась в моей крови, она дарует мне часть его силы и позволяет подчинять существ своей воле. Возможно я долж[_ен] воспользоваться этим и найти того животного, чью шкуру я надену.;x
EVTOPTAmore_bloodlines.40;Я найду собаку;x
EVTOPTBmore_bloodlines.40;Я хочу летать;x
EVTOPTCmore_bloodlines.40;Наверное что-нибудь поспокойнее;x
EVTOPTDmore_bloodlines.40;Я не хочу быть оборотнем.;x
EVTDESCmore_bloodlines.41;По мере того как идет восстановление Харренхолла я начинаю лучше понимать как управлять постройкой и рабочими, но есть и кое-что другое. Загадки, темные заклинания, и большая опасность. Пока я держу контроль и не захожу слишком далеко есть многое, что я могу изучить.;x
EVTOPTAmore_bloodlines.41;Моя слава растет!;x
EVTDESCmore_bloodlines.42;По мере того как идет восстановление Харренхолла я начинаю лучше понимать как управлять постройкой и рабочими, но есть и кое-что другое. Загадки, темные заклинания, и большая опасность. Но что такое опасность для меня? Я завладею этой магией, любой ценой!;x
EVTOPTAmore_bloodlines.42;Моя слава растет!;x
EVTDESCmore_bloodlines.43;Я достиг[__] того, на что были способны лишь немногие оборотни и овладел способностью подчинять почти любого животного своей воле, надевая их шкуру как свою собственную. Отныне я ношу титул Великого Варга.;x
EVTOPTAmore_bloodlines.43;Воистину, я избранник Старых Богов!;x
EVTOPTBmore_bloodlines.43;Я возьму прозвище, которое отразит мою силу;x
EVTDESCmore_bloodlines.44;Я ношу кровь Крылатого Волка, могущественного зеленовидца и оборотня, всегда готового подчинить любого зверя. Похоже его магия сохранилась в моей крови, она дарует мне часть его силы и позволяет подчинять существ своей воле. Возможно я долж[_ен] воспользоваться этим и найти того животного, чью шкуру я надену.;x
EVTOPTAmore_bloodlines.44;Я найду могучего хищника;x
EVTOPTBmore_bloodlines.44;Я хочу летать;x
EVTOPTCmore_bloodlines.44;Наверное что-нибудь поспокойнее;x
EVTOPTDmore_bloodlines.44;Я хочу плавать в воде;x
EVTDESCmore_bloodlines.45;С тех пор как я проснулся ото сна с Трехглазой Вороной я чувствовал себя… по-другому. Мои волчьи сны становятся яснее с каждым днем, и теперь я понимаю что я оборотень, варг, как в сказках старой Нэн. Лето всегда будет моей самой настоящей второй шкурой, но я знаю что моя сила не ограничена лишь одним животным. Возможно я должен воспользоваться ей и найти других животных, чьи шкуры я надену.;x
EVTOPTAmore_bloodlines.45;Я найду могучего хищника;x
EVTOPTBmore_bloodlines.45;Я хочу летать;x
EVTOPTCmore_bloodlines.45;Наверное что-нибудь поспокойнее;x
EVTOPTDmore_bloodlines.45;Море зовет меня;x
EVTDESCmore_bloodlines.46;Есть множество могучих зверей леса, которых я могу заполучить. Какой зверь сейчас лучше мне подойдет?;x
EVTOPTAmore_bloodlines.46;Волк, который будет бежать с Летом в стае;x
EVTOPTBmore_bloodlines.46;Могучий медведь;x
EVTOPTCmore_bloodlines.46;Скрытного и могучего сумеречного кота;x
EVTOPTDmore_bloodlines.46;Нет, я буду искать дальше нужного мне зверя;x
EVTDESCmore_bloodlines.4601;Возможно мне повезет больше, если я буду искать дальше. Какой зверь сейчас лучше мне подойдет?;x
EVTOPTAmore_bloodlines.4601;Я подчиню одного из могучих белых медведей к северу от Стены;x
EVTOPTBmore_bloodlines.4601;Я отправлюсь к Перешейку и подчиню львоящера;x
EVTOPTCmore_bloodlines.4601;Я подчиню одного из львов Западных земель;x
EVTOPTDmore_bloodlines.4601;С другой стороны…;x
EVTDESCmore_bloodlines.47;Когда я упал Трехглазая Ворона сказал мне, что я никогда не смогу ходить, но буду летать. Я буду управлять небом и надену шкуру летающего существа, но кто сейчас подойдет мне лучше?;x
EVTOPTAmore_bloodlines.47;Могучий орёл, чтобы парить высоко в облаках;x
EVTOPTBmore_bloodlines.47;Простая ворона;x
EVTOPTCmore_bloodlines.47;Летучая мышь, в честь моей бабушки, Минисы Уэнт;x
EVTOPTDmore_bloodlines.47;Я подчиню изящного журавля;x
EVTDESCmore_bloodlines.48;В замке или его окрестностях можно найти множество видов животных, возможно, сейчас кто-то из них подойдет мне лучше?;x
EVTOPTAmore_bloodlines.48;Я возьму гончую с псарен;x
EVTOPTBmore_bloodlines.48;Я подчиню кота;x
EVTOPTCmore_bloodlines.48;Во дворе есть крепкий и хитрый козел;x
EVTOPTDmore_bloodlines.48;Нет, я буду искать дальше нужного мне зверя;x
EVTDESCmore_bloodlines.4801;Возможно мне повезет больше, если я взгляну за стены замка для поистине дикого зверя. Какой зверь сейчас лучше мне подойдет?;x
EVTOPTAmore_bloodlines.4801;Я подчиню могучего вепря из леса;x
EVTOPTBmore_bloodlines.4801;Я подчиню величественного оленя из леса;x
EVTOPTCmore_bloodlines.4801;Я подчиню хитрую лису из леса;x
EVTOPTDmore_bloodlines.4801;С другой стороны…;x
EVTDESCmore_bloodlines.49;В последнее время меня все больше и больше посещают сны о море. Возможно я найду там еще одного зверя, но кого именно мне искать?;x
EVTOPTAmore_bloodlines.49;Я найду могучего левиафана глубин;x
EVTOPTBmore_bloodlines.49;Я подчиню морского льва;x
EVTDESCmore_bloodlines.50;После ночи беспробудного пьянства я выбрался в лес чтобы проветрить свою голову. Пока я иду среди деревьев я вдруг замечаю самую красивую женщину, которую когда-либо видел: она застенчиво манит меня к себе, указывая, что я должнен следовать за ней.;x
EVTOPTAmore_bloodlines.50;Мы с ней хорошенько порезвимся;x
EVTOPTBmore_bloodlines.50;Я встряхиваю головой и возвращаюсь внутрь;x
EVTDESCmore_bloodlines.51;Следующим утром я просыпаюсь на постели из мха и листьев, голова раскалывается, тело покрыто царапинами. Я смотрю на женщину возле меня. Она выглядит гораздо более волосатой, чем я помню… Внезапно тревожная мысль проникает в мой разум. В ужасе, я бегу так быстро, как только могу.;x
EVTOPTAmore_bloodlines.51;Неужели я мог напиться настолько, что лег с медведицей?;x
EVTDESCmore_bloodlines.52;Прошли месяцы с того… случая… в лесу, я старался как мог забыть это. Но сегодня на краю леса я нашел младенца покрытого грязью и необычайно волосатого для своего возраста. Он выглядит в точности как я… Может ли этот ребенок быть плодом той ночи?;x
EVTOPTAmore_bloodlines.52;Я поднимаю ребенка и забираю его с собой;x
EVTOPTBmore_bloodlines.52;Я не имею к этому никакого отношения;x
EVTTITLEmore_bloodlines.53;[Root.GetSonDaughter] Медведицы?;x
EVTDESCmore_bloodlines.53;Уже какое-то время ты чувствуешь что люди говорят о тебе. Они замолкают когда ты появляешься, но продолжают говорить за твоей спиной и украдкой бросают взгляды. Со временем, ты сумел заметить кое-что… похоже, по большей части, тебя рассматривали с любопытством, страхом, завистью, или вместе.\n\nСлово, которые ты чаще всего подслушиваешь в сплетнях это… медведь. Так и есть, на следующий день ты опять слышишь - твоей матерью стала медведица…;x
EVTOPTAmore_bloodlines.53;Да, я медведь! Гррррр!;x
EVTOPTBmore_bloodlines.53;Эти люди не стоят моего внимания;x
EVTDESCmore_bloodlines.54;Уже какое-то время ты слышишь как люди плетут сплетни про тво[__ю] [From.GetSonDaughter] [From.GetFirstName]. Они замолкают когда ты появляешься, но продолжают говорить за твоей спиной и украдкой бросают взгляды. Со временем, ты сумел заметить кое-что… Похоже, по большей части, [From.GetFirstName] рассматрива[__лся] с любопытством, страхом, завистью, или вместе.\n\nСлово, которые ты чаще всего подслушиваешь в сплетнях это… медведь. Так и есть, на следующий день ты опять слышишь - [From.GetHerHis] 'настоящей' матерью была медведица;x
EVTOPTAmore_bloodlines.54;Я рад, что они называют мо[__ю] [From.GetSonDaughter] медведем(ицей)!;x
EVTOPTBmore_bloodlines.54;Я должен прекратить эти разговоры;x
EVTDESCmore_bloodlines.55;Время проходит, годы сменяются, но другие вещи остаются теми же. Каким-то образом, ты знаешь, что медвежья кровь бежит по твоим венам. Знание этого делает тебя сильнее, хотя иногда и заставляет задумываться, кто ты на самом деле…;x
EVTOPTAmore_bloodlines.55;Мое будущее еще не выковано;x
EVTDESCmore_bloodlines.56;Ваш [From.GetSonDaughter] [From.GetFirstName] стал[From.GetEndA] взросл[From.GetOyYm]. Странность, [From.GetHerHis] необычный медвежий характер все-таки остаются. Возможно, со временем, об этом стали говорить еще больше…;x
EVTOPTAmore_bloodlines.56;Я надеюсь это станет благословением, а не проклятием;x
EVTDESCmore_bloodlines.57;Долгое время я сталкивался со слухами о крови медведей, бегущей по моим венам и долгое время меня посещали яркие сны, где я был великим зверем леса, охотящимся за своей добычей. Теперь, великий медведь выходит из леса. Необычайно послушный, он, похоже искал меня и как будто узнал когда нашел…;x
EVTOPTAmore_bloodlines.57;Я оборотень, и буду носить шкуру медведя как свою собственную!;x
EVTOPTBmore_bloodlines.57;Я не зверь!;x
EVTDESCmore_bloodlines.58;Я долго размышлял была ли это медведица или просто дикая женщина, с которой я лег все эти годы назад. В любом случае, есть чистая правда в слухах, мой [From.GetSonDaughter] [From.GetFirstName] походит на медведей своим поведением. Сегодня великий медведь вышел из леса и [From.GetFirstName] назвал зверя своим спутником. Он везде следует за ним/ней и выполняет любую команду.;x
EVTOPTAmore_bloodlines.58;Пусть [From.GetHerHis] враги трепещут;x
EVTDESCmore_bloodlines.59;Хотя вы не родились, показывая силу Первых Людей, вы всегда были довольно крепкими, и с годами ваш естественный атлетизм укрепил вас до такой степени, что вы стали довольно мускулистыми.;x
EVTOPTAmore_bloodlines.59;Я стал довольно сильным.;x
EVTDESCmore_bloodlines.60;С тех пор как меня искалечил тот случай меня посещают очень яркие и тревожные сны. В последнем сне Трехглазая Ворона сказала мне, что я никогда не буду ходить, но научусь летать. Я не знаю что с этим делать.;x
EVTOPTAmore_bloodlines.60;Что значат эти сны?;x
EVTDESCmore_bloodlines.61;Прошлой ночью мне снился сон, где я, в шкуре кота, бродил[ROOT.GetEndA] по залам и искал[ROOT.GetEndA] мышей, а потом заметил[ROOT.GetEndA] какие-то темные фигуры, говорящих на приглушенных тонах. Они не обращали внимание на мое присутствие и мне удалось подобраться достаточно близко чтобы услышать их разговор. Они думают организовать заговор.;x
EVTOPTAmore_bloodlines.61;Их заговор раскрыт.;x
EVTDESCmore_bloodlines.62;Прошлой ночью мне снился сон, где я, в шкуре летучей мыши, летел[ROOT.GetEndA] через внутренний двор в глубокой ночи, и заметил[ROOT.GetEndA] какие-то темные фигуры, говорящих на приглушенных тонах. Они не обращали внимание на мое присутствие и мне удалось проследить за ними внутрь, где я спрята[_лся] на стропилах, достаточно близко чтобы услышать их разговор. Они думают организовать заговор.;x
EVTOPTAmore_bloodlines.62;Их заговор раскрыт.;x
EVTDESCmore_bloodlines.63;Прошлой ночью мне снился сон, где я, в шкуре вороны, летел[ROOT.GetEndA] через внутренний двор в глубокой ночи, и заметил[ROOT.GetEndA] какие-то темные фигуры, говорящих на приглушенных тонах. Они не обращали внимание на мое присутствие и мне удалось проследить за ними внутрь, где я спрята[_лся] на стропилах, достаточно близко чтобы услышать их разговор. Они думают организовать заговор.;x
EVTOPTAmore_bloodlines.63;Их заговор раскрыт.;x
EVTDESCmore_bloodlines.64;Прошлой ночью у меня был зеленый сон, где я мог видеть глазами деревьев и слышать ушами ветра. Во сне я заметил[ROOT.GetEndA] какие-то темные фигуры, говорящих на приглушенных тонах. Старые Боги открыли мне их лица - они думают организовать заговор.;x
EVTOPTAmore_bloodlines.64;Их заговор раскрыт.;x
EVTDESCmore_bloodlines.70;Мой предок король Дейрон Юный Дракон был одаренным полководцем, который, будучи чуть ли не ребенком, разбил армии Мартеллов, завоевав Дорн и совершив подвиг, на который был не способен сам Эйгон Завоеватель. В последнее время я все больше и больше читаю о его деяниях и интересуюсь его стратегиями.;x
EVTOPTAmore_bloodlines.70;Разработка стратегий так захватывает, может стоит изучить это поподробнее…;x
EVTOPTBmore_bloodlines.70;Интересно само по себе, но у меня есть более насущные дела;x
EVTDESCmore_bloodlines.71;Моя родословная долгое время соотносилась с верой, благочестием и преданностью богам. Возможно я долж[_ен] подчеркнуть свою верность и принять целибат?;x
