#CODE;RUSSIAN;x
EVTDESCAHF24253;Из-за упрямства мелких лордов Италии, мой конфликт со Святым Престолом пришёл к унизительному завершению.\n[From.PrimaryTitle.GetAdjective]ские войска разгромили мою армию, вынудив меня не только признать верховенство Церкви над мирской властью, но и официально согласиться с тем, что [From.GetFirstName] признан[From.GetEndA] имперским викарием Италии, и что я отказываюсь от всех своих притязаний на полуостров, кроме его названия.\nВ итоге [scoped_pope.GetTitledFirstName] восстановил[scoped_pope.GetEndA] власть Ватикана над Империей на многие поколения вперёд.;x
EVTDESCBHF24253;Мой конфликт со Святым Престолом пришёл к унизительному завершению, во многом из-за того, что [From.GetTitle] [From.PrimaryTitle.GetAdjective]ск[From.GetAyaIy] сунул[From.GetEndA] нос не в своё дело.\n[From.GetHersHisCap] войска разгромили мою армию, вынудив меня заключить мир и признать подчинение авторитету Церкви.\nВ итоге [scoped_pope.GetTitledFirstName] восстановил[scoped_pope.GetEndA] власть Ватикана над Империей на многие поколения вперёд.;x
EVTDESCAHF24252;[defeated_emperor.GetTitledFirstName] потерпел[defeated_emperor.GetEndA] унизительное поражение в войне против Святого престола, и по большей части благодаря тому, что [From.GetTitle] [From.PrimaryTitle.GetAdjective]ск[From.GetAyaIy] вовремя вмеша[From.GetLasLsya] в конфликт.\n[From.GetHersHisCap] армия разгромила войска [defeated_emperor.GetEmpressEmperorGEN], вынудив [defeated_emperor.GetHersHis] подписать мирное соглашение, которое устанавливает чёткое подчинение авторитету Церкви, а также аннулирует все [defeated_emperor.GetHersHis] притязания на итальянские земли.\nВ итоге [scoped_pope.GetTitledFirstName] восстановил[scoped_pope.GetEndA] власть Ватикана над Империей на многие поколения вперёд.;x
EVTDESCBHF24252;[defeated_emperor.GetTitledFirstName] потерпел[defeated_emperor.GetEndA] унизительное поражение в войне против Святого престола, и по большей части благодаря тому, что [From.GetTitle] [From.PrimaryTitle.GetAdjective]ск[From.GetAyaIy] вовремя вмеша[From.GetLasLsya] в конфликт.\n[From.GetHersHisCap] армия разгромила войска [defeated_emperor.GetEmpressEmperorGEN], вынудив [defeated_emperor.GetHersHis] подписать мирное соглашение, которое устанавливает чёткое подчинение авторитету Церкви.\nВ итоге [scoped_pope.GetTitledFirstName] восстановил[scoped_pope.GetEndA] власть Ватикана над Империей на многие поколения вперёд.;x
EVTOPTAHF24253;Я отомщу!;x
EVTOPTAHF24252;Рано или поздно это должно было случиться...;x
religion_head_opinion;Отношение главы церкви;x
bloodline_effect_easy_vows;Легче вынудить родственников уйти в монастырь;x
matilde_bloodline;Предок - [This.GetFirstName];x
matilde_bloodline_desc;Защищая единство и авторитет Святого Престола от врагов, [This.GetTitledFirstName] навсегда связал[This.GetEndA] свою судьбу с Ватиканом.;x
matilde_male_bloodline;Предок - [This.GetFirstName];x
matilde_male_bloodline_desc;Защищая единство и авторитет Святого Престола от врагов, [This.GetTitledFirstName] навсегда связал[This.GetEndA] свою судьбу с Ватиканом.;x
true_matilde_bloodline;Предок - [This.GetFirstName];x
true_matilde_bloodline_desc;Защищая единство и авторитет Святого Престола от врагов, [This.GetTitledFirstName] навсегда связал[This.GetEndA] свою судьбу с Ватиканом.;x
restored_primacy;Примат Папы Римского восстановлен;x
VELKY_VOLHV;Великий волхв;x
RETTYPE_CUL_HORSE;Лошадиная;x
RETTYPE_CUL_CAT;Кошачья;x
RETTYPE_CUL_BEAR;Медвежья;x
RETTYPE_CUL_HEDGEHOG;Ежовая;x
RETTYPE_CUL_DUCK;Утиная;x
RETTYPE_CUL_DOG;Собачья;x
RETTYPE_CUL_ELEPHANT;Слоновая;x
RETTYPE_CUL_DRAGON;Драконья;x
RETTYPE_CUL_OUTREMER;Утремерские рыцари;x
ca_culture_animal_desc;Идиллическое собрание полей и лугов, идеально подходящих для любого вида животных!;x
ca_culture_animal_1;Скотный двор;x
ca_culture_animal_2;Скотный двор;x
ca_culture_animal_3;Скотный двор;x
ca_culture_animal_4;Скотный двор;x
tb_culture_animal_1;Скотный двор;x
tb_culture_animal_2;Скотный двор;x
tb_culture_animal_3;Скотный двор;x
tb_culture_animal_4;Скотный двор;x
cat_group;Felidae;x #Кошачья;x
nick_the_peacock;Павлин;x
nick_the_ladder_legs;Длинноног[This.GetAyaIy];x
setting_culture_animal_world;Зверомир;x
setting_culture_animal_world_tooltip;Животные победили, человечество осталось лишь в памяти.;x
setting_names_random_religion;Случайные названия религий;x
setting_names_random_religion_tooltip;Названия религий генерируются случайным образом.;x
setting_names_random_culture;Случайные названия культур;x
setting_names_random_culture_tooltip;Названия культур генерируются случайным образом.;x
RENAME_TITLE_SHORT_NAME_CHECKBOX;§YКраткое имя§!;x
RENAME_TITLE_SHORT_NAME_CHECKBOX_DELAYED;Сделать так, чтобы название титула было кратким, без префикса ("королевство", "республика", "графство").;x
GOV_MARRIAGE_IGNORE_RELIGION;Религиозные различия при заключении брака или наложничествах игнорируются.;x
ADD_AGE_EFFECT_NEGATIVE;$CHARACTER|Y$ станет на $AGE|Y$ лет моложе;x
ADD_AGE_EFFECT;$CHARACTER|Y$ станет на $AGE|Y$ старше;x
SET_GENDER_EFFECT;$CHARACTER|Y$ станет $GENDER|Y$§Yого§! пола;x
SET_HOLY_SITE_EFFECT;$HOLY_SITE|Y$ станет §Yсвященным местом§! религии $RELIGION|Y$§Y[__]§!;x #R_ISM
REMOVE_HOLY_SITE_EFFECT;$HOLY_SITE|Y$ потеряет статус §Yсвященного места§! религии $RELIGION|Y$§Y[__]§!;x #R_ISM
SET_HOLY_SITE_WITH_HERESIES_EFFECT;$HOLY_SITE|Y$ станет §Yсвященным местом§! религии $RELIGION|Y$§Y[__]§! и её ересей;x #R_ISM
REMOVE_HOLY_SITE_WITH_HERESIES_EFFECT;$HOLY_SITE|Y$ потеряет статус §Yсвященного места§! религии $RELIGION|Y$§Y[__]§! и её ересей;x #R_ISM
SUPPLY_LIMIT_TRIGGER;$FOR|Y$ имеет §Yлимит снабжения§! в округе $PROVINCE|Y$ $COMPARISON|$ $VALUE|$;x
SUPPLY_LIMIT_LEADER_TRIGGER;$FOR|Y$ вместе с лидером своих войск, известным как $LEADER|Y$, имеет §Yлимит снабжения§! в округе $PROVINCE|Y$ $COMPARISON|$ $VALUE|$;x
BROWSER_HOME;Вернуться к первой странице;x
EVTDESCHF6;Я просну[Root.GetLasLsya] среди ночи от жуткого сквозняка. Жуткая фигура в тёмном балахоне стояла у моей постели, как застывшая статуя. Мрачным голосом она молвила, что звёзды уготовили мне особую судьбу!;x
EVTOPTAHF6;Выслушать пророчество;x
EVTTOOLTIPAHF6;Согласно пророчеству мне следует искать дальнейшие подсказки в горах.;x
EVTOPTBHF6;Стража! Арестуйте нарушителя!;x
EVTDESCHF7;Измождённ[Root.GetAyaYy] и окоченевш[Root.GetAyaYy] от холода, я наконец достиг[Root.GetNoneE] вершины горы. Пока мой разум переполняли сомнения в собственном здравомыслии из-за необоснованной веры в нелепые пророчества, яркий свет, озаривший небо, осветил край лесных зарослей у подножия горного хребта.;x
EVTOPTAHF7;Я долж[Root.GetNaEn] отправиться туда.;x
EVTTOOLTIPAHF7;Идти за светом, куда бы он Вас не завёл.;x
EVTOPTBHF7;Этот лес выглядит опасным.;x
EVTTOOLTIPBHF7;Отправиться домой, чтобы собрать разведгруппу, прежде чем идти в лес.;x
EVTDESCHF8;Слова пророчества никак не выходят из моей головы. Они преследуют меня по ночам, в моих снах. Мой разум отказывается забывать идеи о сказочных баснях, которые какой-то чокнутый в капюшоне наговорил мне ночью в м[Root.GetMyChamberPREP] несколько дней назад.;x
EVTOPTAHF8;Я так с ума сойду - мне нужно это проверить!;x
EVTTOOLTIPAHF8;Отправиться в горы, о которых говорилось в пророчестве.;x
EVTOPTBHF8;Мой ум отравлен - это наверняка какая-то ловушка!;x
EVTTOOLTIPBHF8;В настоящий момент Вы не доверяете даже своим инстинктам.;x
EVTTITLEHF9;Пророчество;x
EVTDESCHF9;Весь день продираясь через заросли, к ночи я достиг[Root.GetNoneE] поляны, залитой лунным светом. Впереди был небольшой пруд, сияющий подобно серебряному блюду. Возле него лежало прекрасное тело, застывшее во времени, кровь струилась из раны в его животе. Это был величественный единорог, мирно спящий в вечности - завораживающее зрелище. Не было никакой возможности спасти жизнь этого чудесного существа, и я встал[Root.GetEndA] перед трудным выбором. Я не могу унести его отсюда целиком.;x
EVTOPTAHF9;Похоронить его;x
EVTOPTBHF9;Испить его крови;x
EVTOPTCHF9;Взять его сверкающую гриву;x
EVTOPTDHF9;Спилить его рог и забрать с собой;x
EVTDESCHF10;Спустя неделю мы пришли в лес. Дни напролёт мы искали то самое место, но всё тщетно. Несмотря на тот факт, что экспедиция провалилась, было совершенно ясно - этот свет в небе что-то значил.;x
EVTOPTAHF10;Это был знак! Моё правление освящено небесами!;x
EVTDESCHF11;Прошли недели с того события на поляне, и теперь я уже сомневаюсь, было ли это наяву или всего лишь сном, но с тех пор я чувствую что-то необъяснимое. Оно словно светится внутри меня и отражается в глазах других.;x
EVTOPTAHF11;Они теперь уважают меня гораздо больше.;x
unicorns_blessing;Благословение Единорога;x
unicorns_blessing_desc;Говорят, вокруг эт[GetOyOgo] [GetAgedPersonGEN] есть какой-то сияющий ореол.;x
sparkling_mane;Сверкающая грива;x
sparkling_mane_desc;Поистине волшебное украшение, которое придётся весьма кстати для любого праздника.;x
argent_blood_vessels;Серебрянная кровь;x
argent_blood_vessels_desc;Кровь эт[GetOyOgo] [GetAgedPersonGEN] имеет необычный металлический оттенок.;x
cautious_decision_making;Осторожность;x
cautious_decision_making_desc;Порой недоверие даже к собственной интуиции может оказаться отличной стратегией выживания.;x
d_thessalia;Фессалия;x
d_thessalia_adj;Фессалий[];x
d_peloponnese;Пелопоннес;x
d_peloponnese_adj;Пелопоннес[];x
RETTYPE_CUL_ARBERIAN;Арберийские стратеодиты;x
ca_culture_arberian_1;Конюшни стратеодитов;x
ca_culture_arberian_2;Конюшни стратеодитов;x
ca_culture_arberian_3;Конюшни стратеодитов;x
ca_culture_arberian_4;Конюшни стратеодитов;x
tb_culture_arberian_1;Конюшни стратеодитов;x
tb_culture_arberian_2;Конюшни стратеодитов;x
tb_culture_arberian_3;Конюшни стратеодитов;x
tb_culture_arberian_4;Конюшни стратеодитов;x
ca_culture_arberian_1_desc;Эти конюшни позволяют правителю содержать стратеодитов, элитную арберийскую лёгкую конницу.;x
dynamic_crusader_state;Создать государство крестоносцев;x
dynamic_crusader_state_desc;Мы полностью оккупировали §Yгерцогство [Root.GetBaseName]§!.\n\nТеперь мы можем поселить в этих землях своих людей и основать там §Yгосударство крестоносцев§!.;x
dynamic_crusader_state_tooltip;контролируете все де-юре округа герцогства §Y[Root.GetFullBaseName]§!;x
dynamic_crusader_state_tooltip_2;все обладатели титулов этих округов участвует в крестовом походе;x
dynamic_crusader_state_tooltip_3;по суше или по морю оно граничит с землями христиан (не еретиков);x
dynamic_crusader_state_tooltip_4;у Вас есть §Yбенефициар крестового похода§! или кто-нибудь, кто потенциально мог бы им быть;x
dynamic_crusader_state_tooltip_5;§Y[Root.GetFullBaseName]§! не является де-юре частью главной цели крестового похода;x
dynamic_crusader_state_tooltip_6;ни один из титулов де-юре округов этой земли не принадлежит цели крестового похода или его вассалам;x
hfp_abdicate_crusader_state_tooltip;§Y[Root.GetTitledName]§! отречётся от всех своих титулов, чтобы осесть на земле, известной как §Y[duchy_region.GetBaseName]§!;x
EVTOPTC_HFP_42100;Я отрекусь от титула. Отныне [duchy_region.GetBaseName] - мой новый дом.;x
EVTTITLE_HFP_42101;[From.GetLordLadyEngCap]-Крестоносец [duchy_region.GetAdjective]ск[From.GetAyaIy];x
EVTDESC_HFP_42101;Крестоносцы захватили область [duchy_region.GetBaseName] и поселились там. Крестовый поход на [crusade_title.GetAdjective]ские земли всё ещё продолжается, но [duchy_region.GetBaseName] уже де-факто контролирует [From.GetTitledName].\nВоинов вдохновила [From.GetHersHis] самоотверженность, ведь [From.GetSheHe] отрек[From.GetLasSya] от всех своих титулов, только чтобы закрепиться в [duchy_region.GetAdjective]ских землях и продолжить борьбу с иноверцами. [crusade_target_ruler.GetReligionPersons] будут разбиты. Теперь это лишь вопрос времени.;x
EVTOPTC_HFP_42101;Мне будет [From.GetHersHis] не хватать...;x
player_character_dynamic_crusader_state_2_TT;Вы будете играть как §Y[From.GetTitledName]§! - контроль над персонажем §Y[Root.GetTitledName]§! будет потерян;x
bloodline_effect_crusade_lord;§YГосударства крестоносцев§! обходятся §Gдешевле§!;x
String_get_root_relation;[This.GetRootRelation];x
String_title_rank;[This.GetTitle];x
String_mild_insult;[This.GetEnemySoldierDesc]ое животное;x
EVTDESCHFP21002_A;[sway_target.GetTitledFirstName] закры[sway_target.GetLasLsya] в [sway_target.Location.County.GetAdjective]ском [sway_target.GetCapitalBuildingPREP] от внешнего мира, как и весь [sway_target.GetHersHis] двор, по-видимому из-за эпидемии. Совет сообщил мне, что в настоящий момент нет возможности организовать встречу.;x
EVTDESCHFP21002_B;Я изолировал[Root.GetEndA] себя и свой двор от внешнего мира. [sway_target.GetTitledFirstName] теперь для меня вне досягаемости. Надо отменить встречи. Пока что нет смысла продолжать налаживать наши отношения.;x
EVTDESCHFP21002_A_B;[sway_target.GetTitledFirstName] и я, мы об[sway_target.GetRootEndEA] закрылись от внешнего мира в своих резиденциях, скрываясь от эпидемии, а значит пока не можем продолжать налаживать наши отношения, я распоряжусь, чтобы отменили все встречи.;x
tooltip_stop_swaying;Прекратить §Yналаживание отношений§! с [sway_target.GetAgedPersonINS], известн[sway_target.GetOyYm] как §Y[sway_target.GetTitledFirstName]§!;x
EVTOPTAHFP21002;Если бы у нас были почтовые голуби...;x
EVTDESC_RIP_12007_sway_version;Может [target_courtier.GetBestName] и не сам[target_courtier.GetAyaYy] привлекательн[target_courtier.GetAyaYy] [target_courtier.GetAgedPersonM] из тех, кого я видел[Root.GetEndA], но время идёт, а мне нужно как-то налаживать с н[target_courtier.GetEyIm] отношения. Возможно, провести время с н[target_courtier.GetEyIm] - неплохая идея?;x
EVTDESC_RIP_12009_sway_version;[target_courtier.GetBestName] последовал[target_courtier.GetEndA] за мной в м[Root.GetMyChamberACC], когда я сделал[Root.GetEndA] [target_courtier.GetHerHim] непристойное предложение, и это стоило того.\nКогда сегодня утром [target_courtier.GetSheHe] выходил[target_courtier.GetEndA] из м[Root.GetMyChamberACC], у меня было стойкое ощущение, что это не в последний раз.;x
INTERACTION_CANNOT_INVITE_CONSORT;Убедитесь, что §Y[Recipient.GetTitledFirstName]§! НЕ является наложни[Recipient.GetTseyKom].;x
EVTOPTB_HFP_42210;Нечестивцы должны умереть, но библиотеки хранят ценные знания.;x
opinion_duel_decline_cooldown_tt;Убедитесь, что в последнее время НЕ было отказов от поединка (Истекает [This.has_recently_declined_duel_cooldown.GetExpiryDate]);x
axe_of_perkunas_desc;Этот каменный топор сильно напоминает описанный в мифах топор самого Перкунаса. Хотя он и не очень полезен в бою, держа его в руках, Вы будете чувствовать себя увереннее в принятии военных решений и авторитетнее в глазах окружающих...;x
EVTOPT_TEMPLE_BACK_TO_SELECTION;Хотя, если подумать...;x
EVTOPT_TEMPLE_BACK_TO_SELECTION_TT;Рассмотреть предыдущие варианты.;x
EVTDESC_HF_41425_A;Повсюду толпились люди. Казалось, они прибыли сюда из разных уголков мира. Не знал[Root.GetEndA], что [pilgrimage_destination.province_saint.GetFirstNameWithNick] был[pilgrimage_destination.province_saint.GetEndA] настолько извест[pilgrimage_destination.province_saint.GetNaEn]. Пришлось нелегко, но я выстоял[Root.GetEndA] очередь и добра[Root.GetLasLsya] до могилы. Аура святости этого места озарила меня.;x
EVTDESC_HF_41425_B;Кажется, я видел[Root.GetEndA] других паломников помимо меня, но все они выглядели как местные. Я подош[Root.GetLaYol] к могиле и посмотрел[Root.GetEndA] на статую свят[pilgrimage_destination.province_saint.GetOyOgo], а также на камень, рассказывающий о [pilgrimage_destination.province_saint.GetHersHis] жизни. Это было долгое путешествие, и вот наконец я могу лицезреть священное место, где покоится сам[pilgrimage_destination.province_saint.GetEndA] [pilgrimage_destination.province_saint.GetFirstNameWithNick].;x
EVTDESC_HF_41425_C;Место погребения было совершенно безлюдным, ни одной живой души. Пришлось походить вокруг, прежде чем мне удалось найти могилу. Я сел[Root.GetEndA] рядом и начал[Root.GetEndA] молиться [Root.GetReligionHighGodDAT]. В этот момент, готов[Root.GetEndA] поклясться, я почувствовал[Root.GetEndA], что сам[pilgrimage_destination.province_saint.GetEndA] [pilgrimage_destination.province_saint.GetFirstNameWithNick] здесь рядом, молится вместе со мной.;x
gain_berserker_tt;§Y[This.GetTitledFirstName]§! получит черту §Yберсерк§!, которая даёт:\nВоенный навык: §G+4§!\nДипломатия: §R-2§!\nЛичные боевые навыки: §G+25§!\nМнение обладателей этой черты: §G+10§!\n\n[GetBerserkerDecisionExtras]\n;x
String_some_change_tt;Это действие повлияет на Вашу личность:\n[GetBerserkerDecisionTraitChanges]\n;x
String_gain_wroth_aggressive_leader_lose_defender;§Y[This.GetTitledFirstName]§! получит черты §Yгневн[This.GetAyaYy]§! и §Yагрессивный командир§!, но потеряет черту §Yкомандир обороны§!\n;x
String_lose_patient_defender_gain_aggressive_leader;§Y[This.GetTitledFirstName]§! лишится черт §Yтерпелив[This.GetAyaYy]§! и §Yкомандир обороны§!, но получит черту §Yагрессивный командир§!\n;x
String_lose_patient_lose_defensive_leader_gain_aggressive_leader;§Y[This.GetTitledFirstName]§! лишится черт §Yтерпелив[This.GetAyaYy]§! и §Yкомандир обороны§!, но получит черту §Yагрессивный командир§!\n;x
String_lose_patient_gain_aggressive_leader;§Y[This.GetTitledFirstName]§! лишится черты §Yтерпелив[This.GetAyaYy]§!, но получит черту §Yагрессивный командир§!\n;x
String_gain_aggressive_leader;§Y[This.GetTitledFirstName]§! получит черту §Yагрессивный командир§!\n;x
String_gain_wroth;§Y[This.GetTitledFirstName]§! получит черту §Yгневн[This.GetAyaYy]§!\n;x
String_lose_patient;§Y[This.GetTitledFirstName]§! лишится черты §Yтерпелив[This.GetAyaYy]§!\n;x
String_gain_wroth_and_aggressive_leader;§Y[This.GetTitledFirstName]§! получит черты §Yгневн[This.GetAyaYy]§! и §Yагрессивный командир§!\n;x
String_gain_aggressive_leader_lose_defender;§Y[This.GetTitledFirstName]§! получит черту §Yагрессивный командир§!, но потеряет черту §Yкомандир обороны§!\n;x
secret_religious_society_taoist_rank_1_female;Верная;x #Faithful
EVTOPTB_MNM_6922;[From.GetHersHisCap] влиятельность послужит моим целям.;x
MNM.70013.d;Мой [From.GetJobTitle] наш[From.GetLaYol] [found_commander.GetAgedPersonACC] с хорошими военными навыками, [found_commander.GetHersHis] зовут [found_commander.GetFirstName], и [found_commander.GetSheHe] хочет быть моим полководцем!;x
IS_NOT_BLOODLINE_ACTIVE_TRIGGER;Родословная $BLOODLINE|Y$ НЕ активная для персонажа, известного как $ACTOR|Y$;x
IS_BLOODLINE_ACTIVE_TRIGGER;Родословная $BLOODLINE|Y$ активная для персонажа, известного как $ACTOR|Y$;x
EVTDESC_TOG_3101_A;[From.GetFirstName], велик[From.GetAyaIy] [_грече]ск[From.GetAyaIy] [From.GetTsarineTsar], страшится за жизни своих подданных. Зная о нашем военном мастерстве, [From.GetSheHe] решил[From.GetEndA] созвать нас в свою гвардию, целиком состоящую из Северных воинов.\nТе, кто будут хорошо служить [From.GetHerHim] в Миклагарде, будут щедро вознаграждены, и уже сейчас множество наших молодцев, стремясь к богатству и приключениям, уплыли в Грецию.;x
EVTDESC_TOG_3101_B;[From.GetFirstName], велик[From.GetAyaIy] [_грече]ск[From.GetAyaIy] [From.GetTsarineTsar], страшится за жизни своих подданных. Зная о нашем военном мастерстве, [From.GetSheHe] решил[From.GetEndA] созвать нас в свою гвардию, целиком состоящую из Северных воинов.\nТе, кто будут хорошо служить [From.GetHerHim] в Миклагарде, будут щедро вознаграждены, и уже сейчас множество наших юношей и девушек, стремясь к богатству и приключениям, уплыли в Грецию.;x
EVTDESC_TOG_3101_C;[From.GetFirstName], велик[From.GetAyaIy] [_грече]ск[From.GetAyaIy] [From.GetTsarineTsar], страшится за жизни своих подданных. Зная о нашем военном мастерстве, [From.GetSheHe] решил[From.GetEndA] созвать нас в свою гвардию, целиком состоящую из Северных воинов.\nТе, кто будут хорошо служить [From.GetHerHim] в Миклагарде, будут щедро вознаграждены, и уже сейчас множество наших девущек, стремясь к богатству и приключениям, уплыли в Грецию.;x
CAPTAIN_FEMALE;Леди-Командующая;x
EVTDESC_TOG_3110;Ваш[my_child.GetEndA] [my_child.GetSonDaughter], [my_child.GetTitledFirstName], решил[my_child.GetEndA] попытать счастья в Варяжской гвардии в Миклагарде! Хотя [my_child.GetSheHe], несомненно получит богатство и боевой опыт на службе [greek_king_or_queen.GetTsarineTsarGEN] греческ[greek_king_or_queen.GetOyOgo], [my_child.GetHerHim] придется столкнуться с множеством опасностей, которые могут стоить [my_child.GetHerHim] жизни.;x
EVTOPTB_TOG_3110;Езжай в Миклагард, чтобы я горди[Root.GetLasLsya] тобой, [my_child.GetSonDaughter] м[my_child.GetOyaOy].;x
EVTDESC_TOG_3112;Старый седовласый воин вернулся из Греции с посланием. Хотя Ваш[From.GetEndA] [From.GetSonDaughter] покинул[From.GetEndA] Варяжскую гвардию, [From.GetSheHe] решил[From.GetEndA] остаться в Миклагарде со сво[From.GetEyImOpp] греческ[From.GetOyImOpp] [From.GetHusbandWifeOppINS]. Вероятно Вы никогда больше не увидитесь с н[From.GetEyIm]...;x
EVTOPTA_TOG_3112;М[From.GetOyaOy] [From.GetLadLass]...;x
EVTDESC_TOG_3113;После служения в Варяжской гвардии, [From.GetTitledFirstName] [From.GetHasMarried] на местн[From.GetOyOmOpp] [From.GetManWomanOpp]е и оста[From.GetLasLsya] жить в Константинополе, вместо того чтобы вернуться в свои варварские пустоши. [From.GetSheHeCap] дал[From.GetEndA] клятву и дальше служить Вам.;x
EVTDESC_TOG_3115;Воин со шрамами и в страной броне приблизился к Вашему трону, и прежде чем кто-нибудь смог его остановить, расправился с Вашей стражей, его движения подобны ветру. Другие стражники поспешили вперёд, но Вы остановили их. [From.GetTitledFirstName], Ваш[From.GetEndA] [From.GetSonDaughter] наконец-то верну[From.GetLasLsya] из Греции!;x
